DATE,MAX_TEMPERATURE_C,MIN_TEMPERATURE_C,WINDSPEED_MAX_KMH,TEMPERATURE_MORNING_C,TEMPERATURE_NOON_C,TEMPERATURE_EVENING_C,PRECIP_TOTAL_DAY_MM,HUMIDITY_MAX_PERCENT,VISIBILITY_AVG_KM,PRESSURE_MAX_MB,CLOUDCOVER_AVG_PERCENT,HEATINDEX_MAX_C,DEWPOINT_MAX_C,WINDTEMP_MAX_C,WEATHER_CODE_MORNING,WEATHER_CODE_NOON,WEATHER_CODE_EVENING,TOTAL_SNOW_MM,UV_INDEX,SUNHOUR,OPINION
2018-01-01,8,4,28,4,7,6,4.2,81,8.5,1020,66.625,8,5,2,116,122,119,0,2,3.3,météo très défavorable
2018-01-02,7,3,13,4,7,6,1.5,85,8.875,1024,88.375,7,4,3,122,122,122,0,2,3.3,météo très défavorable
2018-01-03,12,7,19,11,12,8,5.5,90,9.375,1019,78,12,8,7,200,116,122,0,2,5.1,météo défavorable
2018-01-04,13,7,13,9,13,11,5.8,86,8.5,1016,88.75,13,9,10,122,122,119,0,3,3.3,météo défavorable
2018-01-05,13,9,21,10,13,10,1.8,85,8.25,1011,62,13,9,9,122,113,116,0,3,8.7,météo correcte
2018-01-06,12,8,27,8,12,8,0.5,88,9.375,1009,63.375,12,7,7,119,113,122,0,3,6.9,météo défavorable
2018-01-07,8,4,7,4,8,5,0,89,10,1015,60,9,5,5,113,119,122,0,3,3.3,météo très défavorable
2018-01-08,7,3,6,3,7,4,0.2,88,9,1015,78.875,8,4,4,122,116,119,0,1,6.9,météo très défavorable
2018-01-09,8,4,25,4,7,7,4.6,97,6,1016,77.25,8,5,3,143,122,116,0,2,5.1,météo très défavorable
2018-01-10,9,5,17,6,9,6,2.2,90,9.75,1016,77.625,9,5,4,122,122,119,0,2,3.4,météo très défavorable
2018-01-11,8,2,14,2,8,5,0.3,95,8,1020,57,8,5,2,122,116,143,0,2,8.7,météo très défavorable
2018-01-12,5,4,14,4,5,4,0.4,93,8,1025,93.75,5,4,1,122,122,122,0,1,3.4,météo très défavorable
2018-01-13,8,1,13,1,7,4,0,88,7,1025,36.625,8,3,1,143,113,113,0,1,8.7,météo très défavorable
2018-01-14,7,2,9,2,6,3,0.3,76,9,1023,60.125,7,1,2,122,119,116,0,2,6.9,météo très défavorable
2018-01-15,8,0,26,0,8,6,3,81,9.625,1024,55.5,8,3,1,116,119,122,0,2,3.4,météo très défavorable
2018-01-16,9,7,19,7,9,9,4.8,88,8.75,1014,76.375,9,7,5,122,116,119,0,2,3.4,météo défavorable
2018-01-17,8,2,25,4,6,2,2.2,80,10,1024,46,8,6,0,116,116,116,0,1,8.7,météo très défavorable
2018-01-18,9,1,19,4,9,8,2.4,81,8,1024,71.75,9,5,2,119,122,119,0,3,3.4,météo très défavorable
2018-01-19,8,3,6,6,8,5,1.5,86,9.75,1020,52.375,9,6,4,116,119,119,0,3,5.2,météo très défavorable
2018-01-20,8,1,24,2,4,6,5.8,90,8.625,1021,83.375,8,7,-1,122,122,122,0,2,3.4,météo très défavorable
2018-01-21,8,5,8,6,7,5,5.6,95,9.375,1019,94,9,7,5,122,122,122,0,2,3.4,météo très défavorable
2018-01-22,12,8,11,9,12,10,8.3,91,9.125,1022,82.375,12,9,9,122,119,119,0,2,5.2,météo défavorable
2018-01-23,10,4,8,4,10,6,0,87,10,1030,36.875,11,7,7,113,113,116,0,2,8.7,météo très défavorable
2018-01-24,12,4,25,4,12,8,0,84,10,1030,20.75,12,6,5,116,113,113,0,2,8.7,météo très défavorable
2018-01-25,12,7,34,7,12,10,0.1,76,10,1024,61,12,6,6,116,122,122,0,3,3.5,météo défavorable
2018-01-26,9,4,13,4,5,4,20.7,93,8.5,1024,100,9,6,1,122,122,122,0,2,3.5,météo très défavorable
2018-01-27,6,4,11,4,6,5,5,94,8.625,1038,85.875,7,4,2,143,119,119,0,1,3.5,météo très défavorable
2018-01-28,8,1,6,1,7,5,0,90,8,1040,41.75,9,3,4,143,113,116,0,1,8.7,météo très défavorable
2018-01-29,9,4,7,4,8,6,0.1,90,8,1039,73.625,10,6,6,143,116,119,0,2,5.2,météo très défavorable
2018-01-30,8,5,9,5,7,6,0.2,92,7.75,1034,83,8,6,4,248,122,119,0,2,3.5,météo très défavorable
2018-01-31,11,2,18,2,9,6,0.3,85,7,1029,26.75,11,5,3,143,113,113,0,3,8.7,météo très défavorable
2018-02-01,6,3,10,5,6,3,8.5,84,9.5,1012,75.625,7,4,3,122,116,116,0,1,8.7,météo très défavorable
2018-02-02,5,-0,17,-0,5,1,0,87,8,1012,47.875,5,0,-2,143,116,116,0,2,8.7,météo très défavorable
2018-02-03,4,-1,14,1,4,0,0.9,86,8.625,1011,78.875,4,0,-2,122,119,116,0.6,1,6.5,météo très défavorable
2018-02-04,5,-1,8,-1,4,1,0.1,85,10,1018,49.125,5,0,-0,116,119,116,0,2,8.3,météo très défavorable
2018-02-05,1,-1,7,-1,0,-1,3.6,98,4.75,1018,100,1,0,-2,143,122,260,1.9,1,5,météo très défavorable
2018-02-06,6,-1,12,-1,6,1,1.2,91,7,1014,92.375,6,1,-2,119,122,122,0.4,1,5,météo très défavorable
2018-02-07,1,-2,18,-1,1,-1,0.4,76,8.375,1017,79.5,1,0,-6,119,122,122,0.3,2,6.7,météo très défavorable
2018-02-08,3,-2,17,-1,2,-0,0.2,83,8.75,1021,88.5,3,0,-5,122,119,119,0.3,1,5,météo très défavorable
2018-02-09,5,-1,4,-1,4,2,1.3,78,9,1020,67.5,6,0,1,119,116,122,1.1,1,10,météo très défavorable
2018-02-10,2,-3,17,-2,2,-1,0.7,91,8,1021,68.5,2,0,-5,119,122,116,0.6,1,8.4,météo très défavorable
2018-02-11,5,-2,9,-0,2,3,1.7,95,6.875,1020,76,5,3,-2,119,122,143,0,2,5.3,météo très défavorable
2018-02-12,3,-2,19,-1,3,-1,1.2,85,8.75,1022,32.875,3,1,-4,143,113,113,0,1,10.6,météo très défavorable
2018-02-13,4,-4,14,-4,3,1,1.9,73,9,1021,40.75,4,0,-3,113,113,122,1.6,2,8.4,météo très défavorable
2018-02-14,4,-1,5,-1,3,0,2,93,7.875,1018,69.875,4,2,-1,143,116,122,1.7,1,8.5,météo très défavorable
2018-02-15,11,2,14,2,8,6,4.1,93,9.5,1024,89.5,11,8,1,122,122,119,0,2,5.3,météo très défavorable
2018-02-16,9,5,9,7,9,6,1.7,95,6.875,1025,82.375,9,8,6,143,122,143,0,2,6.9,météo très défavorable
2018-02-17,9,4,15,7,9,6,4.3,92,8.875,1024,82.25,9,8,4,116,122,119,0,2,5.4,météo très défavorable
2018-02-18,5,-0,17,0,5,1,0,84,9,1025,31.875,5,1,-2,143,116,113,0,2,10.7,météo très défavorable
2018-02-19,6,-2,9,-2,5,1,0,71,10,1022,40.125,6,0,-1,116,116,122,0,2,8.5,météo très défavorable
2018-02-20,6,-1,22,-0,5,1,0,68,10,1016,37.625,6,0,-4,116,113,113,0,1,10.8,météo très défavorable
2018-02-21,4,-3,24,-3,4,1,0,62,10,1016,33.25,4,0,-5,113,116,116,0,2,10.1,météo très défavorable
2018-02-22,3,-3,20,-2,2,-1,0.1,70,9.375,1012,59.75,3,0,-5,122,119,116,0.1,2,8.5,météo très défavorable
2018-02-23,4,-4,13,-4,3,-2,0,76,10,1012,54.375,4,0,-5,116,122,113,0,2,7,météo très défavorable
2018-02-24,4,-3,10,-3,3,-1,0,69,10,1013,21,4,0,-3,113,113,113,0,2,10.9,météo très défavorable
2018-02-25,3,-4,21,-4,2,-2,0,70,10,1017,17,4,0,-7,116,116,113,0,2,11,météo très défavorable
2018-02-26,-1,-6,30,-6,-2,-5,0,39,10,1017,5.875,0,0,-12,113,113,113,0,2,11,météo très défavorable
2018-02-27,-3,-9,18,-9,-4,-6,0,40,10,1016,10.25,0,0,-13,113,113,113,0,2,11,météo très défavorable
2018-02-28,-0,-9,11,-9,-2,-2,0.6,69,8.375,1016,54.625,0,0,-8,116,122,122,0.5,2,7,météo très défavorable
2018-03-01,7,-1,14,-0,5,2,5.2,98,4.875,1002,80.75,7,6,-2,260,248,119,4.1,1,7.1,météo très défavorable
2018-03-02,9,2,12,2,7,4,7.3,92,7.625,999,63.75,9,4,1,143,122,113,0,1,8.6,météo très défavorable
2018-03-03,11,2,8,2,9,6,4.4,91,9.375,1003,59.375,12,6,3,122,119,113,0,1,8.6,météo très défavorable
2018-03-04,13,1,29,1,13,7,1.5,96,8.25,1003,54,13,7,5,113,119,143,0,3,7.1,météo très défavorable
2018-03-05,12,4,13,4,11,7,0.6,87,6.375,1001,74,12,6,5,248,122,116,0,2,8.6,météo très défavorable
2018-03-06,11,5,7,5,11,6,2.2,85,7.75,997,56,12,6,5,119,116,116,0,2,10.1,météo très défavorable
2018-03-07,10,2,15,2,10,5,1.7,78,9.75,1010,39.5,10,2,4,116,200,113,0,3,10.1,météo très défavorable
2018-03-08,12,1,27,1,11,8,0,69,10,1012,15.875,12,4,5,113,113,113,0,3,11.3,météo très défavorable
2018-03-09,14,5,30,6,14,10,0,77,10,1013,53.375,14,7,7,116,116,116,0,2,11.3,météo correcte
2018-03-10,16,8,33,8,15,12,3.5,79,9.75,1009,51.125,16,9,8,122,113,113,0,3,11.4,météo correcte
2018-03-11,15,9,25,10,15,10,4.8,80,8.375,1002,43.5,15,10,9,200,116,113,0,4,11.4,météo correcte
2018-03-12,13,6,18,7,13,8,3.4,79,8.25,1010,72,13,7,6,116,122,116,0,2,7.3,météo défavorable
2018-03-13,10,4,8,5,9,6,3,85,9.75,1017,61.625,11,5,5,122,122,113,0,3,8.8,météo très défavorable
2018-03-14,13,1,19,1,12,9,0,76,10,1017,13.25,13,5,6,113,113,113,0,3,11.6,météo très défavorable
2018-03-15,9,4,14,8,6,4,5,90,9.75,1002,67,9,6,3,122,122,113,0,3,8.8,météo très défavorable
2018-03-16,13,3,7,3,13,7,3.3,88,9.25,1005,55.375,14,6,8,116,113,122,0,3,8.8,météo correcte
2018-03-17,9,3,13,5,7,5,3.6,88,7.625,1003,68.75,9,5,3,143,119,113,0,2,8.8,météo très défavorable
2018-03-18,7,2,18,2,7,3,0.3,84,7,1005,73.75,7,3,1,143,119,122,0,1,6,météo très défavorable
2018-03-19,8,-2,14,-2,7,2,0,74,8,1007,20.75,9,0,-1,116,113,113,0,1,11.6,météo très défavorable
2018-03-20,5,-2,32,-2,4,1,0.1,71,9.375,1020,56.625,5,0,-6,122,119,116,0.1,1,8.8,météo très défavorable
2018-03-21,6,-2,33,-2,5,2,0,57,10,1026,11.375,6,0,-3,113,113,116,0,2,11.6,météo très défavorable
2018-03-22,7,-3,23,-3,6,3,0,75,10,1026,33,7,0,-2,113,113,116,0,2,11.6,météo très défavorable
2018-03-23,9,1,14,2,7,4,0.3,90,8.875,1017,59.625,9,3,0,122,116,113,0,1,10.2,météo très défavorable
2018-03-24,13,0,13,1,12,8,0,75,7,1003,32.625,13,4,7,143,113,116,0,2,11.6,météo très défavorable
2018-03-25,12,3,13,3,12,8,0.6,77,9.75,1011,41.375,12,5,7,119,116,116,0,3,11.6,météo très défavorable
2018-03-26,10,3,18,4,10,7,1.6,88,6.875,1019,62.375,10,6,4,143,122,122,0,2,7.7,météo très défavorable
2018-03-27,10,2,12,4,10,7,2.7,90,6.25,1020,74.625,10,6,4,122,122,122,0,2,7.7,météo très défavorable
2018-03-28,15,7,18,7,14,11,7.9,93,6.875,1016,85.25,15,9,8,143,293,122,0,3,9,météo défavorable
2018-03-29,12,6,6,6,12,9,1.2,69,9.875,1010,44.75,13,8,8,116,119,116,0,3,10.3,météo défavorable
2018-03-30,10,4,28,5,9,6,2.7,86,9.875,1007,38.375,10,6,4,116,122,113,0,3,10.3,météo très défavorable
2018-03-31,12,2,17,2,12,6,0.7,82,9.25,1009,33.875,13,4,3,113,113,119,0,3,10.3,météo très défavorable
2018-04-01,12,3,10,4,11,6,0.1,64,10,1017,34.5,12,2,6,116,116,113,0,3,11.6,météo très défavorable
2018-04-02,14,3,33,4,13,11,0,55,10,1016,84.875,14,5,8,119,122,122,0,3,6.5,météo très défavorable
2018-04-03,17,8,33,9,16,13,0,66,10,1010,32.5,17,7,11,113,122,113,0,4,10.3,météo correcte
2018-04-04,15,8,23,11,13,11,4.5,81,9.125,1013,40.25,16,9,9,200,200,113,0,4,10.3,météo correcte
2018-04-05,13,6,9,7,13,9,0.4,74,9.875,1020,34.875,14,6,9,116,119,113,0,3,10.3,météo correcte
2018-04-06,18,4,26,5,17,13,0,67,10,1019,7,18,8,11,113,113,113,0,4,11.6,météo favorable
2018-04-07,18,9,22,9,18,14,0,59,10,1014,33,18,7,11,116,116,116,0,4,11.6,météo favorable
2018-04-08,17,9,11,10,17,13,2.1,87,9.875,1010,39.875,18,12,14,113,119,200,0,4,10.3,météo correcte
2018-04-09,15,9,18,11,15,11,4.4,83,9,1008,65.75,15,11,10,143,122,113,0,3,9.1,météo défavorable
2018-04-10,14,7,32,7,14,10,0.3,73,9,1006,45,14,5,7,122,113,116,0,4,11.6,météo correcte
2018-04-11,14,6,8,7,13,10,0.6,80,9.375,1006,65.375,15,7,10,122,116,122,0,3,9.1,météo défavorable
2018-04-12,13,7,10,7,13,9,2.8,78,9.625,1005,62.625,14,7,9,116,122,200,0,2,9.1,météo correcte
2018-04-13,15,4,23,6,15,11,0.1,73,10,1016,47.25,15,7,10,116,116,122,0,3,10.4,météo correcte
2018-04-14,15,8,8,9,14,11,1.7,87,7,1019,87.25,16,10,11,122,119,122,0,3,8,météo défavorable
2018-04-15,18,8,10,9,16,14,0.1,79,10,1018,41.625,19,10,14,119,113,113,0,3,11.6,météo favorable
2018-04-16,18,8,18,9,17,13,0.1,74,8,1020,29.75,18,10,12,143,116,113,0,4,11.6,météo favorable
2018-04-17,20,7,11,8,19,16,0,77,9,1026,7.375,24,13,15,113,113,113,0,4,11.6,météo favorable
2018-04-18,23,10,10,12,22,18,0,70,8,1027,4.875,26,16,19,113,113,113,0,4,11.6,météo favorable
2018-04-19,24,12,7,14,24,19,0,65,10,1028,6,27,13,20,113,113,113,0,5,11.6,météo favorable
2018-04-20,25,12,4,14,25,19,0,62,10,1025,5,29,15,22,113,113,113,0,5,11.6,météo favorable
2018-04-21,25,13,7,15,25,20,0.3,65,10,1022,6.75,28,15,21,113,113,113,0,5,11.6,météo favorable
2018-04-22,24,13,17,14,24,19,0.1,58,10,1019,8.25,25,11,19,113,113,113,0,5,11.6,météo favorable
2018-04-23,19,13,14,14,18,16,8,85,9.125,1021,38,19,15,17,116,200,113,0,5,11.6,météo correcte
2018-04-24,22,11,6,12,22,18,0,75,9,1021,19.375,25,14,18,116,113,113,0,5,11.6,météo favorable
2018-04-25,23,12,12,14,23,17,2.1,84,9.875,1019,35.375,25,15,17,113,119,116,0,5,10.5,météo correcte
2018-04-26,16,8,17,10,16,12,0,70,10,1021,51.375,16,9,11,116,116,122,0,4,9.3,météo correcte
2018-04-27,23,5,17,8,21,18,0,65,10,1017,16.75,25,11,14,113,113,116,0,4,11.6,météo favorable
2018-04-28,19,10,9,10,16,13,1.4,86,9,1015,41.25,19,13,12,119,116,200,0,4,11.6,météo favorable
2018-04-29,20,10,35,12,20,10,3.6,92,8.75,1009,35,20,11,7,113,116,122,0,3,10.5,météo favorable
2018-04-30,14,7,24,8,14,11,1.3,73,9.25,1013,30.5,14,6,9,113,113,116,0,4,11.6,météo correcte
2018-05-01,13,6,12,6,11,10,0.7,71,8.75,1015,58,13,6,8,119,116,116,0,3,11.6,météo correcte
2018-05-02,15,3,17,6,15,12,0,69,10,1014,39.25,15,7,11,116,116,116,0,3,11.6,météo correcte
2018-05-03,14,8,27,8,14,12,0.3,74,10,1014,86.5,14,8,10,122,122,122,0,3,8.2,météo défavorable
2018-05-04,18,10,21,11,17,17,0.3,81,9.875,1015,73.125,18,13,10,122,119,119,0,3,7.1,météo défavorable
2018-05-05,22,12,10,13,19,19,2.6,81,8.625,1019,46.75,25,15,16,119,116,113,0,5,10.5,météo favorable
2018-05-06,25,12,13,14,23,20,4.8,84,8.5,1019,27.125,26,17,18,119,113,113,0,4,10.5,météo favorable
2018-05-07,24,14,8,16,24,19,3.4,81,8.875,1017,20.125,26,17,21,116,113,113,0,4,11.6,météo favorable
2018-05-08,23,12,9,14,23,17,3.9,81,8.625,1013,15.125,25,14,18,113,113,113,0,5,11.6,météo favorable
2018-05-09,20,12,19,13,20,16,2.4,82,9.75,1009,44.25,20,14,16,116,200,116,0,5,11.6,météo correcte
2018-05-10,17,10,18,12,15,13,0.9,86,7,1020,57.625,17,12,10,143,116,116,0,3,10.5,météo correcte
2018-05-11,21,7,7,9,19,18,0,71,8,1020,21.25,25,13,15,116,113,113,0,3,14.5,météo favorable
2018-05-12,21,11,23,13,21,17,3.3,72,9.625,1017,19.375,24,12,17,113,113,113,0,5,13.5,météo favorable
2018-05-13,7,6,23,6,6,6,14.7,95,9,1016,99.625,7,6,2,122,122,122,0,2,9.3,météo très défavorable
2018-05-14,11,6,11,7,10,10,4.8,95,7.375,1015,100,12,9,7,143,122,122,0,2,9.3,météo défavorable
2018-05-15,15,9,19,10,14,13,8.3,97,6.375,1016,95.25,15,12,11,143,122,122,0,3,9.4,météo défavorable
2018-05-16,18,10,13,11,16,14,2.4,86,8.875,1017,60.375,18,13,15,122,119,113,0,3,12.4,météo correcte
2018-05-17,17,8,21,10,17,15,1.4,87,6.5,1019,49.5,17,13,13,143,116,113,0,3,14.5,météo correcte
2018-05-18,20,11,15,11,18,17,0.9,83,8.625,1019,43.75,20,14,14,119,113,113,0,4,14.5,météo favorable
2018-05-19,21,9,13,12,20,17,0.1,74,8,1018,11.875,24,13,17,113,113,113,0,3,14.5,météo favorable
2018-05-20,21,9,12,12,20,17,0,75,8,1019,28.125,24,13,16,119,113,113,0,3,14.5,météo favorable
2018-05-21,22,10,7,14,22,18,1.7,74,9.625,1016,29.125,25,14,19,116,113,113,0,5,14.5,météo favorable
2018-05-22,22,11,9,14,22,18,7.1,81,9.375,1016,29,25,15,18,113,113,200,0,5,14.5,météo favorable
2018-05-23,20,11,6,13,19,17,1,79,9.875,1019,41.25,21,14,17,116,122,113,0,5,12.5,météo correcte
